Ticker,Revenue,Operating_Margin,Net_Margin,ROE,Total_Debt,Total_Cash,EBITDA,Interest_Expense
KMI,16416000000,0.25639,0.16612,0.08884,32718000128.0,76000000.0,6861000192.0,
KKR,22245685248,0.30958,0.10564,0.07672,56062472192.0,46111473664.0,,3305914000.0
KLAC,12524316672,0.41661,0.33828998,0.99167997,6088118784.0,4683591168.0,5626762240.0,302166000.0
KHC,25163999232,0.17637,-0.1735,-0.09693,21191999488.0,3134000128.0,6006000128.0,912000000.0
KR,147000000512,0.028900001,0.018550001,0.25049,25177999360.0,4882999808.0,8025999872.0,450000000.0
LHX,21739999232,0.12882,0.08091,0.091309994,11841999872.0,339000000.0,4076999936.0,675000000.0
LH,13765300224,0.11314999,0.062129997,0.10135999,6583300096.0,598099968.0,1963500032.0,208300000.0
LRCX,19591788544,0.34354,0.29657,0.62261003,4483942912.0,6693045760.0,6859485184.0,178203000.0
LW,6456500224,0.11378,0.04555,0.16219,3991600128.0,98600000.0,1239800064.0,180000000.0
LVS,12263999488,0.23627001,0.12687999,0.65651,15822999552.0,3352999936.0,4255000064.0,727000000.0
LDOS,17332000768,0.11971,0.08106,0.2929,5229000192.0,974000000.0,2335000064.0,193000000.0
LEN,34766213120,0.07971,0.07721,0.10774,5663205888.0,7458576896.0,3651228928.0,
LII,5345299968,0.21340999,0.15741,0.92253995,1370099968.0,59200000.0,1160700032.0,44100000.0
LLY,59419799552,0.48294,0.30986,0.9647,42577600512.0,9913499648.0,28728600576.0,780600000.0
LIN,33504000000,0.2794,0.21170999,0.17979999,25924999168.0,4509000192.0,13150000128.0,487000000.0
LYV,24569493504,0.09149,0.03659,0.5636,9388700672.0,6750547968.0,2180762880.0,325974000.0
LKQ,14097000448,0.08231,0.049439996,0.10882,5504999936.0,289000000.0,1640000000.0,262000000.0
LMT,73348997120,0.11693,0.05726,0.62776,22189000704.0,3470000128.0,7256999936.0,1036000000.0
L,18265999360,0.16677,0.07949,0.08182,9443000320.0,6430000128.0,2912000000.0,441000000.0
LOW,83612000256,0.14479,0.08202,,39089999872.0,5256000000.0,12490999808.0,1472000000.0
LULU,10904036352,0.20743,0.16377,0.42422,1762717952.0,1155794048.0,2976704000.0,
LYB,37778001920,0.06044,-0.03198,-0.10584,13331999744.0,1808999936.0,2500999936.0,481000000.0
MTB,9080000512,0.43886003,0.3054,0.09628,15466999808.0,19049000960.0,,4174000000.0
MPC,133580996608,0.049689997,0.02158,0.18887,34203000832.0,2654000128.0,8293000192.0,1308000000.0
MKTX,839262976,0.40982,0.26157,0.15823,66872000.0,573801984.0,425404000.0,1601000.0
MAR,6873999872,0.65933996,0.37984002,,16885999616.0,678000000.0,4600000000.0,695000000.0
MMC,26453000192,0.19240999,0.15601,0.28734,21425999872.0,2511000064.0,7729999872.0,700000000.0
MLM,6903000064,0.27898002,0.16688,0.12523,5903000064.0,57000000.0,2326000128.0,169000000.0
MAS,7597000192,0.15806,0.10885999,5.6387095,3172999936.0,559000000.0,1447000064.0,99000000.0
MA,31473999872,0.598,0.45275003,1.8486099,18983000064.0,10648000512.0,19612000256.0,646000000.0
MTCH,3469367040,0.30826,0.16202,,4137155072.0,1056801024.0,1053318016.0,160071000.0
MKC,6787899904,0.17091,0.11462,0.1385,4358300160.0,94900000.0,1292400000.0,209400000.0
MCD,26264000512,0.46905997,0.3204,,55837999104.0,2412999936.0,14291999744.0,1506000000.0
MCK,387093987328,0.013739999,0.01042,,9955000320.0,4004000000.0,6506999808.0,265000000.0
MDT,34200000512,0.18687001,0.13626,0.09741,28608999424.0,8120999936.0,9445999616.0,729000000.0
MRK,64234999808,0.40802,0.29632,0.39485002,41373999104.0,18214000640.0,31523000320.0,1271000000.0
META,189458006016,0.40075,0.30892,0.32643002,51059998720.0,44447997952.0,98399002624.0,715000000.0
MET,71932002304,0.0701,0.053400002,0.12798001,47872999424.0,29180000256.0,5681999872.0,1037000000.0
MTD,3941790976,0.28497,0.21202,,2241932032.0,69065000.0,1199320064.0,74631000.0
MGM,17278978048,0.051620003,0.00403,0.10293,31520937984.0,2342436096.0,2313121024.0,443230000.0
MCHP,4212400128,0.08347999,-0.04394,-0.02854,5412700160.0,236800000.0,872800000.0,251400000.0
MU,37377998848,0.32638,0.22845,0.17198999,15352000512.0,10307000320.0,18090000384.0,477000000.0
MSFT,293812011008,0.48873,0.35707,0.32241002,120375001088.0,102012002304.0,166436995072.0,2385000000.0
MAA,2203401984,0.27229,0.25233,0.09408,5222152192.0,32249000.0,1238232064.0,168544000.0
MRNA,2232000000,-0.25591,-1.39606,-0.29317,734000000.0,4504000000.0,-3255000064.0,24000000.0
MHK,10722899968,0.06664,0.03927,0.051999997,2338099968.0,516200000.0,1321299968.0,48500000.0
MOH,42842001408,0.01249,0.020610001,0.19708,3852000000.0,8447000064.0,1456999936.0,118000000.0
TAP,11214000128,0.16489,-0.18638,-0.17295,6509799936.0,1021000000.0,2411200000.0,282700000.0
MDLZ,37645000704,0.10837,0.0938,0.13101,21933000704.0,1367000064.0,5616999936.0,508000000.0
MPWR,2660968960,0.26477,0.7122,0.64029,18854000.0,1269484032.0,740320000.0,
MNST,7975330816,0.30738002,0.21654,0.25538,60323000.0,2579330048.0,2487678976.0,
MCO,7501000192,0.46886003,0.29916,0.54914004,7456999936.0,2259000064.0,3579000064.0,339000000.0
MS,68531998720,0.38872,0.23606001,0.15135,467027984384.0,570777010176.0,,45524000000.0
MOS,11894599680,0.11958,0.10334,0.101169996,4803999744.0,153300000.0,2287200000.0,230000000.0
MSI,11313000448,0.26554,0.18704,1.1517,9936000000.0,894000000.0,3344999936.0,295000000.0
MSCI,3055439872,0.56425,0.40032002,,5647193088.0,396432992.0,1770738944.0,185500000.0
NDAQ,8168000000,0.31614,0.19895001,0.14054,9607999488.0,480000000.0,3007000064.0,398000000.0
NTAP,6590000128,0.19949,0.17768998,1.23004,2744999936.0,3329999872.0,1644000000.0,64000000.0
NFLX,43378786304,0.28219998,0.24047,0.42861,17083538432.0,9324392448.0,12969651200.0,718733000.0
NEM,21503000576,0.4685,0.33423,0.22875999,5650999808.0,5967000064.0,12248999936.0,375000000.0
NWSA,8499999744,0.10448,0.138,0.070250005,2927000064.0,2204000000.0,1148000000.0,
NWS,8499999744,0.10448,0.138,0.070250005,2927000064.0,2204000000.0,1148000000.0,
NEE,26296999936,0.30768,0.24729,0.08236,93122002944.0,2391000064.0,14449999872.0,2235000000.0
NKE,46440001536,0.0791,0.062340003,0.21122,11061000192.0,8575000064.0,4196999936.0,
NI,6327099904,0.22873,0.14155,0.09073,15803599872.0,95000000.0,2755500032.0,523100000.0
NDSN,2784348928,0.26538,0.16341999,0.15594,2220894976.0,147788000.0,838913984.0,88924000.0
NSC,12229999616,0.36578,0.24219,0.2048,17617000448.0,1418000000.0,5678000128.0,807000000.0
NTRS,7932899840,0.30332002,0.21761,0.13432,16655500288.0,9059399680.0,,7585200000.0
NOC,40928002048,0.13221,0.09819999,0.26152,17490999296.0,1956999936.0,6576999936.0,621000000.0
NCLH,9692558336,0.25507998,0.06846,0.39870998,15345382400.0,166800992.0,2542863872.0,747223000.0
NRG,29778999296,0.05527,0.04839,0.64186996,12117000192.0,732000000.0,3646000128.0,651000000.0
NUE,31882999808,0.10421,0.05185,0.09014,6853000192.0,2744999936.0,3976999936.0,228000000.0
NVDA,165217992704,0.60842997,0.52414,1.09417,10597999616.0,56790999040.0,98280996864.0,247000000.0
NVR,10582633472,0.17104,0.13545,0.348,1071937984.0,1932167040.0,1915858944.0,27783000.0
NXPI,12044999680,0.28238,0.17111,0.20872,12234999808.0,3953999872.0,3996000000.0,398000000.0
ORLY,17463279616,0.20742,0.14225,,8401655808.0,204512992.0,3869545984.0,222548000.0
OXY,26601000960,0.17723,0.08169,0.05955,22876000256.0,2159000064.0,12693000192.0,1175000000.0
ODFL,5574922240,0.25655,0.18967,0.25059,84993000.0,46592000.0,1751644032.0,212000.0
OMC,16065300480,0.15593,0.08307,0.27007,7066500096.0,3406500096.0,2581600000.0,245200000.0
ON,6187800064,0.18505,0.051570002,0.03891,3632800000.0,2872499968.0,1859000064.0,62300000.0
OKE,31563999232,0.18160999,0.105790004,0.17847,33727000576.0,1199000064.0,7376999936.0,1371000000.0
ORCL,59017998336,0.31381,0.21079999,0.69241995,111621996544.0,11004999680.0,24462999552.0,3578000000.0
OTIS,14309999616,0.16992001,0.09413,,8488000000.0,840000000.0,2540999936.0,
PCAR,29531500544,0.099209994,0.091120005,0.14151,15969899520.0,9068600320.0,3823399936.0,
PKG,8771800064,0.15683,0.10185,0.19811001,4356899840.0,728700032.0,1852700032.0,41400000.0
PLTR,3896163072,0.33296,0.28114,0.19504,235436000.0,6437816832.0,875796992.0,
PANW,9221499904,0.13528,0.122959994,0.17452998,417400000.0,2903200000.0,1329500032.0,1900000.0
PSKY,28726999040,0.10012,-0.00947,0.01279,14732999680.0,3263000064.0,2678000128.0,860000000.0
PH,20029999104,0.21086,0.18178,0.27294,10332999680.0,473000000.0,5207000064.0,409000000.0
PAYX,5793200128,0.36727002,0.27855,0.41266,5021599744.0,1670899968.0,2628000000.0,105400000.0
PAYC,2001299968,0.22826,0.22645001,0.28557,84500000.0,375000000.0,524500000.0,3400000.0
PYPL,32861999104,0.19198999,0.14963001,0.24358,12167000064.0,10755000320.0,6618999808.0,382000000.0
PNR,4128399872,0.23982,0.15844,0.17966999,1692999936.0,128400000.0,1080600064.0,88600000.0
PEP,92365996032,0.16903,0.078200005,0.37162,50849001472.0,8661000192.0,17016000512.0,919000000.0
PFE,62784999424,0.35277,0.15654999,0.105979994,61937999872.0,14986000384.0,24458999808.0,3091000000.0
PCG,24761999360,0.21312,0.10492,0.0876,59792998400.0,404000000.0,9537999872.0,3051000000.0
PM,39992000512,0.40747002,0.21574,,50123001856.0,4044000000.0,17959999488.0,1763000000.0
PSX,131953000448,0.04395,0.011410001,0.056199998,21755000832.0,1844999936.0,5269100032.0,947000000.0
PNW,5307180032,0.32109,0.11198,0.087749995,14246593536.0,30885000.0,2029062016.0,377472000.0
PNC,21799000064,0.39788,0.29937,0.11486,64076001280.0,12455999488.0,,12885000000.0
POOL,5294666240,0.122650005,0.07784,0.29307,1389896960.0,128483000.0,637102976.0,50250000.0
PPG,15690000384,0.1416,0.06348,0.1616,7920999936.0,1918000000.0,2636999936.0,241000000.0
PPL,8979000320,0.26619,0.12162,0.076620005,19037999104.0,1102000000.0,3420000000.0,738000000.0
PFG,15800800256,0.06856,0.099580005,0.13767,4140100096.0,6516700160.0,2175500032.0,
PG,84933001216,0.2758,0.19739,0.31902,35946000384.0,11171000320.0,24721999872.0,907000000.0
PGR,85165998080,0.15079,0.12579,0.34223998,6896000000.0,1688000000.0,14092999680.0,279000000.0
PLD,9100544000,0.42720002,0.35243,0.05963,35922907136.0,1187040000.0,6452320256.0,837296000.0
PRU,57598001152,0.09917,0.04538,0.085,51777998848.0,38292000768.0,3515000064.0,
PEG,11717999616,0.2703,0.17768,0.12579,23508000768.0,334000000.0,4433999872.0,841000000.0
PTC,2739226112,0.49787998,0.27053,0.21029,1369867008.0,184415008.0,1109648000.0,
PSA,4795182080,0.46947,0.39453998,0.19933,10042821632.0,296460000.0,3379439104.0,287401000.0
PHM,17622999040,0.17336,0.14926,0.21569,2172651008.0,1453908992.0,3504635904.0,479000.0
PWR,27191171072,0.07105,0.03744,0.13369,6018079744.0,610387008.0,2462328064.0,202687000.0
QCOM,44283998208,0.26235,0.12512,0.2334,15642999808.0,10154999808.0,13996000256.0,664000000.0
DGX,10849999872,0.14915,0.08931,0.14353,6382000128.0,435000000.0,2140999936.0,226000000.0
RL,7570599936,0.14074999,0.112840004,0.34005,2872199936.0,1645500032.0,1307900032.0,44100000.0
RJF,14028000256,0.20425,0.1522,0.17844999,4525000192.0,15301999616.0,,
RTX,85987999744,0.12399,0.07666,0.10702,40709001216.0,5966000128.0,14462000128.0,1970000000.0
O,5614793216,0.44514,0.17135,0.02488,29043648512.0,424272992.0,5052203008.0,998104000.0
REG,1576867968,0.39363,0.26093,0.0602,5160961024.0,208123008.0,995371008.0,189023000.0
REGN,14247799808,0.29563,0.32131,0.15188,2705499904.0,8443599872.0,4348000256.0,55200000.0
RF,6944999936,0.46976003,0.31044,0.11401,,,,2290000000.0
RSG,16501999616,0.19919,0.12768,0.18249,13505999872.0,84000000.0,5160000000.0,539000000.0
RMD,5257399808,0.34618,0.2735,0.25413,846352000.0,1383847936.0,1938459008.0,
RVTY,2813367040,0.13788,0.08441,0.0304,3369001984.0,931385984.0,824412032.0,96278000.0
ROK,8342000128,0.19732,0.104169995,0.20282,3647000064.0,468000000.0,1736000000.0,156000000.0
ROL,3680305920,0.22037001,0.14019,0.36208,912081984.0,127357000.0,842540992.0,27677000.0
ROP,7720999936,0.28401,0.20337,0.081549995,9454100480.0,320000000.0,3050800128.0,259200000.0
ROST,21497755648,0.115439996,0.09596,0.37979,5067982848.0,3847015936.0,3051328000.0,63387000.0
RCL,17436999680,0.33139,0.23318,0.46677,20974999552.0,432000000.0,6282999808.0,1590000000.0
SPGI,15011999744,0.44316003,0.28091,0.119940005,11982000128.0,1672000000.0,7549000192.0,297000000.0
CRM,39502000128,0.22820999,0.16868,0.11201999,11809000448.0,15372000256.0,11420000256.0,
SBAC,2789255936,0.53851,0.30724,,15028830208.0,430305984.0,1815420032.0,427439000.0
SLB,35247001600,0.15479,0.10341,0.15182,12776999936.0,3584999936.0,7680000000.0,512000000.0
STX,9557999616,0.26892,0.17922,,4993999872.0,1112000000.0,2489999872.0,321000000.0
SRE,13710999552,0.14503,0.15754,0.0677,32693000192.0,5000000.0,5543000064.0,1049000000.0
NOW,12666999808,0.16789,0.13665,0.16813,2401999872.0,5410999808.0,2497999872.0,23000000.0
SHW,23275599872,0.18197,0.110489994,0.59939,14389000192.0,241500000.0,4341499904.0,415700000.0
SPG,6155274752,0.50757,0.36498,0.82455003,26320562176.0,1552577024.0,4549946880.0,905797000.0
SWKS,4086899968,0.10235,0.116739996,0.0789,1203100032.0,1374200064.0,974700032.0,27100000.0
SJM,8714300416,0.031040002,-0.16750999,-0.21316999,8127900160.0,39300000.0,1868600064.0,388700000.0
SW,31138000896,0.07672,0.02402,0.04099,14110999552.0,851000000.0,4457999872.0,525000000.0
SNA,5115400192,0.25257,0.19827999,0.18330999,1301400064.0,1533900032.0,1394000000.0,49600000.0
SOLV,8401999872,0.07824,0.18139,0.37271,5136999936.0,1642000000.0,1259000064.0,367000000.0
SO,28913000448,0.36558998,0.15422,0.11429,73745997824.0,3340999936.0,13813000192.0,2743000000.0
LUV,27551000576,0.00504,0.0137600005,0.04168,5257999872.0,3017999872.0,1684999936.0,214000000.0
SWK,15166300160,0.09042,0.02892,0.04918,7050599936.0,268300000.0,1492400000.0,498600000.0
SBUX,37184401408,0.10976,0.04992,,26628499456.0,3467000064.0,5454499840.0,542600000.0
STT,13626000384,0.32749,0.21877001,0.111499995,54206001152.0,139566006272.0,,9054000000.0
STLD,17634670592,0.10516,0.0639,0.12550999,3782455040.0,770355968.0,1933916032.0,56347000.0
STE,5702414848,0.18372999,0.12073,0.101339996,2058599936.0,319200000.0,1553245952.0,86261000.0
SYK,24380999680,0.22272,0.12071,0.14036,17132999680.0,3343000064.0,6592000000.0,
SMCI,21052575744,0.03632,0.03766,0.12787,5165600768.0,4211079936.0,987361984.0,59573000.0
SYF,9644999680,0.53381,0.37066,0.21636999,14430999552.0,16245000192.0,,4634000000.0
SNPS,6435303936,0.095,0.31042,0.065019995,15140314112.0,2593710080.0,1311251968.0,35161000.0
SYY,82033999872,0.041750003,0.02211,0.8346,14581000192.0,847000000.0,4462000128.0,635000000.0
TMUS,85846999040,0.2223,0.13826999,0.19034,121329999872.0,3310000128.0,32562999296.0,3411000000.0
TROW,7205199872,0.35474,0.28892002,0.1867,489500000.0,3634800128.0,2803500032.0,
TTWO,6219899904,-0.054970004,-0.64265,-0.86609,3511699968.0,2115500032.0,768499968.0,169300000.0
TPR,7207799808,0.21213,0.03765,0.16053,4199300096.0,743200000.0,1643699968.0,85400000.0
TRGP,17378099200,0.2016,0.09949,0.4985,17431300096.0,124100000.0,4628199936.0,767200000.0
TGT,105640001536,0.05434,0.03718,0.26319,20401999872.0,4341000192.0,8668000256.0,411000000.0
TEL,17262000128,0.19773,0.106709994,0.14618,6377999872.0,1255000064.0,4206000128.0,77000000.0
TDY,6005400064,0.18545,0.13616,0.08127,2533400064.0,528600000.0,1449600000.0,57900000.0
TER,2859570944,0.18892,0.15495,0.15767999,268751008.0,297716992.0,638937024.0,3587000.0
TSLA,95632998400,0.06628,0.05314,0.06791,13788000256.0,41647001600.0,10768000000.0,350000000.0
TXN,17265999872,0.36736,0.29208001,0.29757,14046000128.0,5185999872.0,7815000064.0,508000000.0
TPL,772395008,0.73521006,0.61676997,0.3937,17668000.0,531808000.0,642948992.0,
TXT,14236999680,0.09495,0.05809,0.11465,4145999872.0,1446000000.0,1574000000.0,97000000.0
TMO,43735998464,0.19277,0.15022,0.13116999,35680002048.0,3545999872.0,10835000320.0,1390000000.0
TJX,57925001216,0.11249,0.08587,0.59755003,13121000448.0,4639000064.0,7655000064.0,76000000.0
TKO,2545175040,0.15632,0.08989,0.08129,4042915072.0,861409984.0,1053009024.0,249115000.0
TTD,2790504960,0.21802999,0.15717,0.16783,375976992.0,1445447040.0,619692992.0,
TSCO,15399257088,0.09215,0.07176,0.45459,5722306048.0,184639008.0,1974310016.0,54592000.0
TT,21051400192,0.20219,0.13926,0.3721,4615900160.0,1125799936.0,4206899968.0,238400000.0
TDG,8830999552,0.47764,0.23485,,30083999744.0,2811000064.0,4566000128.0,1572000000.0
TRV,48404000768,0.19687,0.121350005,0.19809,9267000320.0,7390000128.0,8375000064.0,392000000.0
TRMB,3600900096,0.18364,0.099309996,0.06131,1391800064.0,232700000.0,778000000.0,90700000.0
TFC,18279999488,0.39318,0.28605,0.07982,74205003776.0,47247998976.0,,10975000000.0
TYL,2298291968,0.16434999,0.13719,0.091680005,643448000.0,950820992.0,461080992.0,5931000.0
TSN,54441000960,-0.0049799997,0.00871,0.0276,9694999552.0,1228999936.0,2828000000.0,449000000.0
USB,26012999680,0.39486,0.27632,0.1172,81114996736.0,70327001088.0,,15377000000.0
UBER,49609998336,0.082650006,0.33542,0.72994006,13340000256.0,9086000128.0,5290999808.0,523000000.0
UDR,1742477056,0.20661,0.08595,0.03649,6013664768.0,1752000.0,1020492032.0,208048000.0
ULTA,11654554624,0.12367,0.10308,0.48521,2287826944.0,242744992.0,1861335040.0,
UNP,24546000896,0.41030997,0.2873,0.41619,32847998976.0,828000000.0,12469999616.0,1269000000.0
UAL,58368999424,0.0888,0.05643,0.25588,31321999360.0,13329000448.0,8080000000.0,1402000000.0
UPS,89483001856,0.10175,0.061490003,0.33618,29211000832.0,6832000000.0,11777000448.0,866000000.0
URI,15985999872,0.26484,0.15826,0.28781,15212000256.0,512000000.0,4506999808.0,691000000.0
UNH,435159007232,0.03813,0.04042,0.17476,80136003584.0,30613999616.0,29241999360.0,3906000000.0
UHS,16992502784,0.11605,0.08093,0.20028,5110921216.0,112895000.0,2554619904.0,182513000.0
VLO,116552998912,0.05527,0.01283,0.052389998,10581000192.0,4764000256.0,6253000192.0,556000000.0
VTR,5544046080,0.15584,0.042930003,0.021559998,12787722240.0,188616992.0,2111063040.0,602835000.0
VLTO,5452000256,0.23219,0.16746001,0.37978,2870000128.0,1775000064.0,1348000000.0,113000000.0
VRSN,1626700032,0.67836,0.49855998,,1793600000.0,617699968.0,1133299968.0,75300000.0
VRSK,3029499904,0.45529,0.30418,2.68133,4888800256.0,2108600064.0,1489699968.0,124600000.0
VZ,137491005440,0.23932,0.14428,0.19875,175255994368.0,7737999872.0,50194001920.0,6649000000.0
VRTX,11723299840,0.40268,0.31349,0.22307,1834800000.0,6287000064.0,4711799808.0,30600000.0
VTRS,14124399616,0.107609995,-0.26134002,-0.21087,14765599744.0,1157100032.0,4037299968.0,550000000.0
VICI,3969078016,0.97673,0.70175004,0.10357001,17680156672.0,507503008.0,3668513024.0,826097000.0
V,40000000000,0.6575,0.50145,0.52068,26083999744.0,18997000192.0,28028000256.0,589000000.0
VST,17191000064,0.21042,0.06701,0.1731,17538000896.0,620000000.0,5206000128.0,859000000.0
VMC,7882200064,0.23622,0.14189,0.13520999,4929900032.0,191300000.0,2332199936.0,191200000.0
WRB,14654011392,0.17723,0.13007,0.20887,3086693120.0,3474322944.0,2637189888.0,126907000.0
GWW,17749999616,0.15180999,0.09746,0.46719003,2720000000.0,535000000.0,2976999936.0,77000000.0
WAB,10785000448,0.18468,0.10941,0.11147001,5672999936.0,500000000.0,2324999936.0,201000000.0
WMT,693152972800,0.04389,0.03079,0.23375,66559000576.0,9431000064.0,42879000576.0,2728000000.0
DIS,94424997888,0.11868,0.13136,0.12203,45423001600.0,5695000064.0,19419000832.0,1812000000.0
WBD,37862998016,0.087340005,0.01281,0.00969,33521000448.0,4326000128.0,7758000128.0,2017000000.0
WM,24783998976,0.18872999,0.10345,0.29328,23362000896.0,175000000.0,7277000192.0,598000000.0
WAT,3105637888,0.27392998,0.20891,0.32987,1539230976.0,459118016.0,1067278016.0,89677000.0
WEC,9547200512,0.22163,0.17748,0.12807,21219100672.0,51100000.0,3771899904.0,815300000.0
WFC,79072002048,0.33717,0.26629,0.115200005,424136998912.0,417759002624.0,,43101000000.0
WELL,9907853312,0.19906001,0.09693,0.0275,18166784000.0,6806507008.0,3752058880.0,574261000.0
WST,3017900032,0.21849,0.16293,0.16945,303000000.0,628499968.0,801400000.0,3000000.0
WDC,10126000128,0.15403,0.25459,0.29707,,,2936000000.0,357000000.0
WY,7072000000,0.02854,0.0468,0.03419,5496000000.0,401000000.0,1020000000.0,269000000.0
WSM,7829758976,0.17861,0.14390999,0.51219004,1394247040.0,985822976.0,1687547008.0,
WMB,11582000128,0.39554,0.20462999,0.16902,27986999296.0,70000000.0,6296000000.0,1364000000.0
WTW,9806999552,0.18881,0.21576001,0.27633,5911000064.0,1924999936.0,2632000000.0,263000000.0
WDAY,8958999552,0.10604999,0.06507,0.06656,3776000000.0,8185999872.0,1107000064.0,114000000.0
WYNN,7110737920,0.16931999,0.07092,,12196312064.0,1961291008.0,1799508992.0,688410000.0
XEL,14227999744,0.26615998,0.13459,0.09449001,35561000960.0,1061000000.0,5693000192.0,1182000000.0
XYL,8894000128,0.15653,0.10659,0.08555,2088999936.0,1191000064.0,1854000000.0,44000000.0
YUM,8061000192,0.34410998,0.17951,,12483999744.0,1045000000.0,2819000064.0,489000000.0
ZBRA,5255000064,0.14621,0.09743,0.14286,2360000000.0,1053000000.0,974000000.0,
ZBH,8010899968,0.17003,0.100530006,0.06421,8237000192.0,1306099968.0,2640499968.0,218000000.0
ZTS,9397000192,0.39333,0.28211,0.49868,7289999872.0,2084000000.0,3991000064.0,225000000.0
